Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_Total_Income,Log_LoanAmount
LP_A04066,Male,Yes,0,Graduate,No,6434,2520,196,240,1.0,Urban,Y,8954,9.099967314494812,5.2832037287379885
LP_R08823,Female,No,2,Graduate,No,2318,0,195,120,0.0,Rural,N,2318,7.7488913372555315,5.278114659230517
LP_R01576,Male,Yes,1,Graduate,No,2623,511,37,240,1.0,Semiurban,N,3134,8.050384453067021,3.6375861597263857
LP_A05244,Male,Yes,1,Not Graduate,No,6754,2828,151,360,1.0,Rural,Y,9582,9.167745974343763,5.0238805208462765
LP_A01001,Male,Yes,0,Graduate,No,11418,2869,134,300,1.0,Rural,Y,14287,9.567175303116281,4.90527477843843
LP_A04198,Male,Yes,0,Graduate,No,7562,2656,249,300,1.0,Rural,Y,10218,9.23200401161221,5.521460917862246
LP_A02418,Male,Yes,0,Graduate,No,4867,3035,115,180,1.0,Semiurban,Y,7902,8.974997713204976,4.7535901911063645
LP_R07736,Male,No,3+,Not Graduate,Yes,3585,1469,182,360,1.0,Rural,N,5054,8.528133131454572,5.209486152841421
LP_A03575,Male,Yes,1,Not Graduate,No,4645,1796,223,240,1.0,Semiurban,Y,6441,8.770594329891145,5.4116460518550396
LP_A06726,Male,Yes,1,Graduate,No,6373,1994,60,300,1.0,Urban,Y,8367,9.032170186304704,4.110873864173311
LP_A03847,Female,Yes,1,Graduate,Yes,9104,189,235,180,1.0,Semiurban,Y,9293,9.137124309644923,5.4638318050256105
LP_A00961,Male,No,2,Not Graduate,Yes,5850,548,157,240,1.0,Rural,Y,6398,8.76389700713946,5.062595033026967
LP_A09772,Male,Yes,0,Graduate,No,5610,2119,153,360,1.0,Semiurban,Y,7729,8.952864141581468,5.0369526024136295
LP_R08053,Female,No,2,Not Graduate,Yes,3172,949,269,240,0.0,Semiurban,N,4121,8.324093761450404,5.598421958998375
LP_R05841,Male,Yes,2,Graduate,No,2914,2266,194,120,1.0,Urban,N,5180,8.552753366814787,5.272999558563747
LP_R00398,Female,Yes,2,Not Graduate,No,1549,0,295,120,0.0,Rural,N,1549,7.346010209913293,5.69035945432406
LP_R02458,Male,No,0,Not Graduate,Yes,2214,0,60,360,1.0,Semiurban,N,2214,7.703007682479236,4.110873864173311
LP_A03854,Female,Yes,0,Graduate,No,7563,2351,181,360,1.0,Urban,Y,9914,9.201804040953895,5.204006687076795
LP_A04887,Male,No,1,Graduate,Yes,5681,3952,124,300,1.0,Rural,Y,9633,9.173053787190167,4.8283137373023015
LP_R02423,Female,Yes,3+,Graduate,No,3729,0,182,360,0.0,Urban,N,3729,8.224163512637862,5.209486152841421
LP_A00757,Male,Yes,0,Graduate,No,9086,2237,215,300,1.0,Rural,Y,11323,9.33467964623179,5.375278407684165
LP_R03058,Female,No,3+,Graduate,No,1341,762,141,180,0.0,Rural,N,2103,7.651595573857601,4.955827057601261
LP_R08469,Female,Yes,3+,Not Graduate,No,2144,0,281,240,0.0,Urban,N,2144,7.6708948313621175,5.641907070938114
LP_A05313,Female,Yes,3+,Graduate,No,5331,2748,97,240,1.0,Semiurban,Y,8079,8.997147151515142,4.584967478670572
LP_A02284,Female,Yes,0,Graduate,No,4185,5746,89,240,1.0,Rural,Y,9931,9.203517146628057,4.499809670330265
LP_R08380,Female,No,0,Graduate,Yes,1498,485,146,300,1.0,Urban,N,1983,7.592870287844818,4.990432586778736
LP_R06991,Female,Yes,1,Not Graduate,No,1696,0,239,360,0.0,Semiurban,N,1696,7.436617265234227,5.480638923341991
LP_R05361,Male,Yes,0,Graduate,No,2257,1205,195,360,0.0,Urban,N,3462,8.149890544402423,5.278114659230517
LP_R03699,Female,Yes,0,Graduate,No,4313,705,219,360,0.0,Urban,N,5018,8.520985989654934,5.393627546352362
LP_R03501,Male,No,0,Not Graduate,Yes,2885,1567,175,240,0.0,Rural,N,4452,8.401333305321703,5.170483995038151
LP_R04223,Female,No,0,Not Graduate,No,5520,0,199,120,0.0,Urban,N,5520,8.616314282284044,5.298317366548036
LP_A04827,Female,Yes,0,Graduate,Yes,7339,2589,112,360,1.0,Urban,Y,9928,9.203215047033595,4.727387818712341
LP_R05842,Female,Yes,0,Graduate,No,3866,1710,281,180,0.0,Urban,N,5576,8.626406276389554,5.641907070938114
LP_A08378,Male,Yes,1,Not Graduate,No,6146,1301,195,360,1.0,Semiurban,Y,7447,8.915700818956903,5.278114659230517
LP_A00807,Male,No,2,Graduate,No,8033,1890,159,300,1.0,Urban,Y,9923,9.202711344811691,5.075173815233827
LP_A03907,Male,Yes,2,Not Graduate,No,3740,0,139,360,1.0,Semiurban,Y,3740,8.227108234348146,4.941642422609304
LP_R04333,Male,No,0,Not Graduate,Yes,2978,0,173,360,0.0,Rural,N,2978,7.999342952713282,5.159055299214529
LP_R05984,Female,No,0,Not Graduate,No,2555,1075,228,360,1.0,Rural,N,3630,8.197263371414335,5.43372200355424
LP_R02750,Female,No,2,Not Graduate,No,3770,0,330,360,0.0,Semiurban,N,3770,8.235095497258357,5.802118375377063
LP_A07023,Male,No,2,Not Graduate,No,10767,2304,145,360,1.0,Rural,Y,13071,9.478227817099784,4.983606621708336
LP_A01956,Female,Yes,0,Graduate,No,5832,451,132,300,1.0,Urban,Y,6283,8.745761999375512,4.890349128221754
LP_R00637,Female,No,2,Not Graduate,No,5358,2194,234,300,0.0,Urban,N,7552,8.929700114313448,5.459585514144159
LP_A09343,Female,No,0,Graduate,No,7626,1505,116,360,1.0,Semiurban,Y,9131,9.119540007649686,4.762173934797756
LP_R05161,Female,No,1,Graduate,No,1898,35,176,180,1.0,Urban,N,1933,7.56734567601324,5.176149732573829
LP_R02229,Male,No,2,Graduate,Yes,4222,1720,164,120,0.0,Rural,N,5942,8.68996933536666,5.10594547390058
LP_R01404,Male,Yes,0,Not Graduate,No,400,1395,269,240,1.0,Urban,N,1795,7.493317248862145,5.598421958998375
LP_A07331,Male,No,0,Not Graduate,No,6243,789,150,360,1.0,Semiurban,Y,7032,8.858368636308018,5.017279836814924
LP_R08101,Male,No,0,Graduate,Yes,812,603,237,180,0.0,Semiurban,N,1415,7.255591274253665,5.472270673671475
LP_A02402,Male,Yes,0,Graduate,No,8146,3175,58,180,1.0,Semiurban,Y,11321,9.334503014596605,4.07753744390572
LP_A05184,Female,Yes,0,Graduate,No,6757,907,78,360,0.0,Rural,Y,7664,8.944419791305915,4.3694478524670215
LP_A01073,Male,Yes,2,Graduate,No,8158,2755,130,240,0.0,Rural,Y,10913,9.297801647746176,4.875197323201151
LP_R04698,Female,No,2,Not Graduate,No,4539,1356,284,120,0.0,Rural,N,5895,8.682029433869172,5.652489180268651
LP_R07158,Female,No,0,Not Graduate,Yes,4322,0,220,180,1.0,Rural,N,4322,8.371704884667631,5.3981627015177525
LP_R02432,Female,Yes,1,Graduate,Yes,4734,616,287,240,0.0,Urban,N,5350,8.585038738311304,5.662960480135946
LP_A06524,Male,Yes,1,Graduate,No,5072,2327,159,360,1.0,Semiurban,Y,7399,8.909235279192261,5.075173815233827
LP_R03628,Female,No,1,Not Graduate,Yes,3729,403,124,300,1.0,Rural,N,4132,8.326758814511733,4.8283137373023015
LP_R09154,Female,No,3+,Not Graduate,Yes,2345,575,185,240,1.0,Urban,N,2920,7.979681302387741,5.225746673713202
LP_R09698,Female,No,2,Graduate,No,856,1837,205,360,0.0,Urban,N,2693,7.898782356970309,5.327876168789581
LP_R00283,Female,No,0,Graduate,No,4188,1795,209,240,0.0,Semiurban,N,5983,8.696844519654313,5.3471075307174685
LP_R02719,Female,No,2,Not Graduate,Yes,2638,2923,359,120,0.0,Rural,N,5561,8.62371303479391,5.886104031450156
LP_R09994,Female,No,0,Not Graduate,No,577,1421,217,120,1.0,Rural,N,1998,7.6004023345004,5.384495062789089
LP_A08095,Female,No,0,Not Graduate,Yes,7183,2739,196,360,1.0,Rural,Y,9922,9.202610573914242,5.2832037287379885
LP_A09890,Male,Yes,1,Graduate,No,4767,1724,147,240,1.0,Rural,Y,6491,8.778325928634482,4.997212273764115
LP_A01635,Male,Yes,0,Not Graduate,No,8026,3116,115,360,1.0,Semiurban,Y,11142,9.318566777047053,4.7535901911063645
LP_R08367,Female,No,1,Not Graduate,Yes,4921,97,184,120,1.0,Rural,N,5018,8.520985989654934,5.220355825078324
LP_R00130,Male,No,0,Not Graduate,Yes,2287,0,138,300,1.0,Semiurban,N,2287,7.7354333524996886,4.9344739331306915
LP_A02466,Female,No,0,Graduate,Yes,9050,2469,121,360,0.0,Semiurban,Y,11519,9.351839934249883,4.804021044733257
LP_A07504,Male,Yes,0,Not Graduate,Yes,6619,2443,54,240,0.0,Rural,Y,9062,9.111955470054781,4.007333185232471
LP_R00658,Female,No,0,Graduate,Yes,4185,1507,294,120,0.0,Urban,N,5692,8.646992628951082,5.68697535633982
LP_A01003,Male,Yes,0,Graduate,No,11487,1963,109,180,1.0,Rural,Y,13450,9.506808731708581,4.700480365792417
LP_R05086,Female,Yes,1,Not Graduate,No,4801,1890,124,180,0.0,Rural,N,6691,8.808668062106715,4.8283137373023015
LP_A07658,Female,Yes,0,Graduate,Yes,5380,1963,193,360,0.0,Rural,Y,7343,8.901638932300326,5.267858159063328
LP_R09119,Female,Yes,0,Graduate,Yes,1957,244,184,360,0.0,Rural,N,2201,7.697121317282625,5.220355825078324
LP_R07161,Male,Yes,0,Graduate,No,6385,0,233,180,0.0,Urban,N,6385,8.761863373274727,5.455321115357702
LP_A07566,Male,No,0,Graduate,No,6938,1375,165,360,1.0,Urban,Y,8313,9.025696119812583,5.111987788356544
LP_R06235,Female,No,2,Not Graduate,No,2610,384,182,120,1.0,Urban,N,2994,8.00469951054955,5.209486152841421
LP_R02843,Female,Yes,0,Graduate,No,1689,1144,166,120,1.0,Urban,N,2833,7.949444420250626,5.117993812416755
LP_R04719,Male,Yes,1,Graduate,No,1772,0,177,240,0.0,Semiurban,N,1772,7.480428306074208,5.181783550292085
LP_R06245,Female,Yes,3+,Not Graduate,Yes,3343,2226,208,180,0.0,Urban,N,5569,8.62515033292133,5.342334251964811
LP_R04348,Male,No,1,Graduate,No,2867,1783,240,180,1.0,Semiurban,N,4650,8.444837529224097,5.484796933490655
LP_A09677,Male,No,1,Graduate,No,7711,3260,149,180,1.0,Urban,Y,10971,9.303101852057495,5.0106352940962555
LP_R09265,Female,Yes,1,Not Graduate,No,4659,1015,136,360,1.0,Urban,N,5674,8.643825842349603,4.919980925828125
LP_A05368,Female,Yes,0,Not Graduate,No,6028,3169,144,240,1.0,Semiurban,Y,9197,9.12674134809987,4.976733742420574
LP_A06928,Male,Yes,0,Graduate,Yes,7530,2522,78,360,1.0,Rural,Y,10052,9.215626376405421,4.3694478524670215
LP_A09603,Female,Yes,2,Graduate,Yes,7908,2127,209,360,1.0,Semiurban,Y,10035,9.213933907486313,5.3471075307174685
LP_A06289,Female,No,0,Graduate,No,8812,84,143,180,0.0,Rural,Y,8896,9.093469420244768,4.969813299576001
LP_R03041,Female,No,1,Graduate,Yes,2595,1135,199,240,0.0,Semiurban,N,3730,8.224431573221159,5.298317366548036
LP_R03759,Female,No,0,Not Graduate,No,4588,321,327,300,0.0,Urban,N,4909,8.499029220788566,5.793013608384144
LP_R06325,Female,No,1,Not Graduate,Yes,1384,0,138,120,0.0,Semiurban,N,1384,7.233455418621439,4.9344739331306915
LP_A08901,Female,No,3+,Graduate,Yes,5939,3273,142,180,1.0,Semiurban,Y,9212,9.128370809108931,4.962844630259907
LP_R05629,Female,No,3+,Graduate,No,4101,266,200,360,0.0,Urban,N,4367,8.38206051742474,5.303304908059076
LP_R01795,Female,Yes,2,Not Graduate,No,2403,1174,263,300,0.0,Rural,N,3577,8.182559264068665,5.575949103146316
LP_A00985,Female,Yes,0,Graduate,No,3575,739,44,360,0.0,Rural,Y,4314,8.36985260351753,3.8066624897703196
LP_R01268,Female,Yes,0,Not Graduate,No,2273,0,90,120,0.0,Rural,N,2273,7.729295674310482,4.51085950651685
LP_A07982,Female,Yes,3+,Not Graduate,Yes,11771,3005,93,240,1.0,Urban,Y,14776,9.600827196903634,4.543294782270004
LP_A06169,Female,Yes,1,Graduate,No,11783,2789,149,360,1.0,Rural,Y,14572,9.586925780533697,5.0106352940962555
LP_A06049,Female,Yes,0,Graduate,No,9938,3354,135,360,1.0,Semiurban,Y,13292,9.4949928598676,4.912654885736052
LP_A07384,Male,Yes,0,Graduate,No,7660,1686,161,360,1.0,Urban,Y,9346,9.142810715182584,5.087596335232384
LP_R06741,Female,No,1,Not Graduate,Yes,2768,2410,177,180,0.0,Rural,N,5178,8.552367266423891,5.181783550292085
LP_R09151,Female,Yes,3+,Not Graduate,Yes,5303,1401,189,180,0.0,Semiurban,N,6704,8.81060879571578,5.247024072160486
LP_R04905,Male,Yes,2,Graduate,Yes,2039,3218,212,360,0.0,Urban,N,5257,8.567506005289827,5.3612921657094255
LP_R07578,Male,Yes,1,Graduate,No,4221,449,377,300,0.0,Urban,N,4670,8.449128460502108,5.934894195619588
LP_R02293,Male,No,1,Not Graduate,Yes,1502,2504,240,300,0.0,Semiurban,N,4006,8.295798110636145,5.484796933490655
LP_R05926,Male,Yes,3+,Graduate,No,1487,463,201,240,0.0,Semiurban,N,1950,7.576097340623111,5.308267697401205
LP_R00914,Female,No,2,Not Graduate,No,2388,24,217,180,1.0,Urban,N,2412,7.7886260656250315,5.384495062789089
LP_R09400,Female,Yes,1,Graduate,No,868,0,259,180,0.0,Semiurban,N,868,6.767343125265392,5.560681631015528
LP_A09460,Female,No,1,Graduate,No,6927,750,101,240,1.0,Semiurban,Y,7677,8.946114375560743,4.624972813284271
LP_A02462,Male,No,1,Graduate,No,6005,2541,179,360,1.0,Rural,Y,8546,9.053335623166017,5.19295685089021
LP_R06929,Male,No,0,Graduate,Yes,5071,0,223,360,1.0,Rural,N,5071,8.531490496117062,5.4116460518550396
LP_A00268,Male,No,0,Graduate,No,4778,180,151,300,0.0,Semiurban,Y,4958,8.508959386489133,5.0238805208462765
LP_A07962,Male,No,1,Not Graduate,No,12151,1984,152,120,0.0,Semiurban,Y,14135,9.556480013999533,5.030437921392435
LP_A03580,Male,Yes,0,Graduate,No,7476,1172,148,240,1.0,Urban,Y,8648,9.065198986306513,5.003946305945459
LP_R02942,Female,Yes,1,Not Graduate,No,400,654,188,180,0.0,Rural,N,1054,6.961296045910167,5.241747015059643
LP_R01708,Female,No,1,Graduate,Yes,3422,868,144,360,0.0,Rural,N,4290,8.364275084991524,4.976733742420574
LP_A00071,Female,No,0,Graduate,No,6884,0,178,360,1.0,Semiurban,Y,6884,8.837100411162755,5.187385805840755
LP_A09454,Female,Yes,1,Graduate,No,9442,3284,98,360,1.0,Urban,Y,12726,9.451480999992047,4.59511985013459
LP_R08074,Female,Yes,3+,Not Graduate,No,3493,1374,270,240,0.0,Urban,N,4867,8.490438454107418,5.602118820879701
LP_A06509,Male,Yes,0,Graduate,No,10226,2727,85,180,1.0,Semiurban,Y,12953,9.469159899742863,4.454347296253507
LP_R02450,Female,No,0,Graduate,No,2936,3030,175,300,0.0,Semiurban,N,5966,8.693999567522082,5.170483995038151
LP_A02821,Male,Yes,0,Graduate,No,10193,2339,186,300,1.0,Semiurban,Y,12532,9.436120444611522,5.231108616854587
LP_A04524,Female,Yes,1,Graduate,No,10576,585,121,180,1.0,Semiurban,Y,11161,9.320270431348378,4.804021044733257
LP_A00589,Male,Yes,0,Graduate,No,8335,3790,218,360,1.0,Urban,Y,12125,9.403107186631676,5.389071729816501
LP_A04591,Male,Yes,0,Not Graduate,No,7639,2255,155,240,0.0,Rural,Y,9894,9.199784858036667,5.049856007249537
LP_R03136,Male,No,0,Not Graduate,No,4494,761,86,180,0.0,Semiurban,N,5255,8.567125560164447,4.465908118654584
LP_R06153,Male,No,0,Graduate,Yes,683,1137,178,360,1.0,Urban,N,1820,7.507141079727608,5.187385805840755
LP_A08848,Female,Yes,2,Graduate,No,6097,533,162,360,0.0,Semiurban,Y,6630,8.799510901368867,5.093750200806762
LP_R09486,Female,No,2,Not Graduate,No,5340,525,217,120,1.0,Semiurban,N,5865,8.676928249537397,5.384495062789089
LP_R00841,Female,Yes,0,Graduate,No,3073,417,222,240,0.0,Rural,N,3490,8.157943507105037,5.407171771460119
LP_R00229,Male,No,0,Graduate,No,5577,334,148,120,0.0,Semiurban,N,5911,8.684739462628038,5.003946305945459
LP_A04624,Male,Yes,0,Graduate,No,11573,2436,136,360,1.0,Semiurban,Y,14009,9.547526639331053,4.919980925828125
LP_A05904,Female,Yes,2,Not Graduate,Yes,11903,1147,125,180,1.0,Rural,Y,13050,9.476620038167528,4.836281906951478
LP_A03758,Male,Yes,1,Graduate,No,2984,3919,145,360,1.0,Semiurban,Y,6903,8.839856232763264,4.983606621708336
LP_A06845,Female,Yes,2,Graduate,No,9074,2878,107,300,1.0,Rural,Y,11952,9.38873757187798,4.68213122712422
LP_R04343,Male,No,1,Not Graduate,Yes,3416,0,276,240,0.0,Semiurban,N,3416,8.136518252115291,5.6240175061873385
LP_R06137,Female,No,3+,Not Graduate,No,4573,1780,331,120,0.0,Semiurban,N,6353,8.756839814829462,5.805134968916488
LP_A02028,Female,Yes,1,Not Graduate,No,6992,4614,175,240,1.0,Urban,Y,11606,9.359363643368622,5.170483995038151
LP_R00850,Female,No,3+,Not Graduate,Yes,6316,865,264,360,0.0,Rural,N,7181,8.879333174786028,5.579729825986222
LP_A08869,Male,Yes,0,Graduate,Yes,9512,1233,80,360,1.0,Semiurban,Y,10745,9.282288871288767,4.394449154672439
LP_R06641,Male,No,1,Not Graduate,Yes,400,0,97,180,0.0,Rural,N,400,5.993961427306569,4.584967478670572
LP_A09424,Female,Yes,1,Graduate,Yes,5725,2319,204,240,1.0,Urban,Y,8044,8.992806059426483,5.3230099791384085
LP_A05454,Male,No,1,Graduate,No,9529,3097,179,360,1.0,Semiurban,Y,12626,9.44359265743868,5.19295685089021
LP_R06219,Female,Yes,2,Graduate,No,2824,1517,248,360,0.0,Rural,N,4341,8.376090350438238,5.517452896464707
LP_A01449,Female,Yes,0,Not Graduate,No,5247,1674,146,120,1.0,Urban,Y,6921,8.84246002419529,4.990432586778736
LP_R07580,Male,Yes,1,Graduate,Yes,2601,1437,238,240,0.0,Urban,N,4038,8.303752415563412,5.476463551931511
LP_R01454,Female,Yes,3+,Not Graduate,Yes,4488,2529,247,180,0.0,Rural,N,7017,8.85623355614316,5.5134287461649825
LP_R03048,Female,Yes,3+,Graduate,Yes,4186,1310,189,300,0.0,Urban,N,5496,8.61195776786066,5.247024072160486
LP_A03904,Male,Yes,0,Graduate,No,5399,2986,227,360,1.0,Semiurban,Y,8385,9.034318927730707,5.429345628954441
LP_A02432,Female,Yes,1,Graduate,No,5996,2956,254,360,0.0,Semiurban,Y,8952,9.099743950634156,5.541263545158426
LP_R07119,Male,Yes,0,Not Graduate,No,3825,226,172,240,0.0,Semiurban,N,4051,8.306965865368573,5.153291594497779
LP_A09828,Female,Yes,3+,Not Graduate,No,4044,4129,121,360,1.0,Rural,Y,8173,9.008713664124222,4.804021044733257
LP_A04647,Male,Yes,2,Graduate,No,7008,3551,152,180,1.0,Urban,Y,10559,9.264828557260252,5.030437921392435
LP_A08469,Male,Yes,0,Graduate,Yes,3514,2053,151,360,1.0,Urban,Y,5567,8.624791202014256,5.0238805208462765
LP_R05828,Male,No,0,Not Graduate,No,1708,1322,160,180,0.0,Semiurban,N,3030,8.016647877057803,5.081404364984463
LP_A00896,Female,No,1,Graduate,Yes,10843,2085,133,360,1.0,Rural,Y,12928,9.467228129254554,4.897839799950911
LP_A09803,Female,Yes,3+,Graduate,No,7791,1724,231,180,1.0,Semiurban,Y,9515,9.160729871422848,5.44673737166631
LP_A07000,Female,Yes,2,Graduate,No,5012,2081,100,180,1.0,Urban,Y,7093,8.867004635333567,4.61512051684126
LP_A01587,Male,Yes,0,Not Graduate,No,5093,1346,54,360,1.0,Semiurban,Y,6439,8.770283819098399,4.007333185232471
LP_A06686,Female,Yes,0,Graduate,No,7748,553,103,120,1.0,Semiurban,Y,8301,9.024251728612985,4.6443908991413725
LP_R03558,Male,No,3+,Not Graduate,No,3036,1111,204,120,0.0,Semiurban,N,4147,8.330381569349418,5.3230099791384085
LP_R02961,Male,No,1,Not Graduate,No,1547,1350,215,120,0.0,Rural,N,2897,7.971776122880628,5.375278407684165
LP_A01719,Male,Yes,0,Graduate,No,5205,466,136,240,1.0,Rural,Y,5671,8.643297068211963,4.919980925828125
LP_A06100,Female,Yes,1,Graduate,No,6025,2985,69,360,1.0,Rural,Y,9010,9.106201332235038,4.248495242049359
LP_R05033,Male,No,3+,Graduate,No,3729,0,266,180,0.0,Urban,N,3729,8.224163512637862,5.58724865840025
LP_A03806,Female,Yes,3+,Graduate,No,8405,0,151,360,1.0,Rural,Y,8405,9.036701015565063,5.0238805208462765
LP_A08806,Male,Yes,1,Graduate,No,9106,1828,116,300,1.0,Semiurban,Y,10934,9.299723933110869,4.762173934797756
LP_A02504,Female,Yes,1,Graduate,No,10110,3036,132,180,1.0,Rural,Y,13146,9.483948874696605,4.890349128221754
LP_R02893,Male,Yes,0,Graduate,No,3446,1761,262,360,0.0,Rural,N,5207,8.557951183888406,5.572154032177765
LP_A03961,Female,Yes,0,Graduate,No,5167,1952,130,120,0.0,Urban,Y,7119,8.87066300440602,4.875197323201151
LP_A08923,Female,Yes,2,Graduate,No,6274,2055,135,120,1.0,Urban,Y,8329,9.027618735160889,4.912654885736052
LP_R08939,Female,No,1,Graduate,No,4579,0,235,360,0.0,Urban,N,4579,8.429454277108231,5.4638318050256105
LP_A07036,Female,Yes,0,Graduate,No,9255,1328,142,360,1.0,Rural,Y,10583,9.267098705794792,4.962844630259907
LP_R03756,Male,Yes,1,Graduate,No,3916,1552,54,240,0.0,Urban,N,5468,8.606851063346772,4.007333185232471
LP_R03247,Female,No,0,Graduate,No,6930,631,227,120,1.0,Urban,N,7561,8.930890984450878,5.429345628954441
LP_A06078,Male,Yes,0,Graduate,Yes,6219,4265,175,360,1.0,Rural,Y,10484,9.25770094333602,5.170483995038151
LP_R04279,Male,No,0,Graduate,No,2938,626,281,240,0.0,Rural,N,3564,8.178919332848396,5.641907070938114
LP_A00890,Male,No,0,Not Graduate,No,5070,3197,129,360,1.0,Semiurban,Y,8267,9.020147920801659,4.867534450455582
LP_R05741,Male,Yes,1,Not Graduate,Yes,3940,0,200,300,0.0,Rural,N,3940,8.279189777195004,5.303304908059076
LP_R09142,Male,No,2,Graduate,No,3887,1386,227,360,0.0,Rural,N,5273,8.570544366913232,5.429345628954441
LP_A04006,Female,Yes,1,Graduate,Yes,8268,4358,170,360,1.0,Semiurban,Y,12626,9.44359265743868,5.14166355650266
LP_A04939,Female,No,0,Graduate,No,8056,1412,232,360,1.0,Urban,Y,9468,9.1557785839835,5.4510384535657
LP_R07872,Male,Yes,2,Graduate,No,5129,2146,184,300,0.0,Urban,N,7275,8.892336539638013,5.220355825078324
LP_R06227,Female,No,1,Graduate,No,4537,699,211,300,0.0,Rural,N,5236,8.563504094279487,5.356586274672012
LP_A05898,Male,Yes,0,Graduate,No,8091,1258,130,300,1.0,Rural,Y,9349,9.143131622282732,4.875197323201151
LP_R04365,Female,No,0,Not Graduate,No,913,100,210,240,0.0,Rural,N,1013,6.921658184151129,5.351858133476067
LP_R07404,Male,Yes,1,Graduate,No,2173,2878,54,120,0.0,Rural,N,5051,8.527539483470381,4.007333185232471
LP_R04011,Male,Yes,2,Graduate,Yes,2318,281,140,120,0.0,Rural,N,2599,7.8632667240095735,4.948759890378168
LP_A08551,Female,Yes,0,Graduate,No,11499,0,151,360,1.0,Urban,Y,11499,9.350102314351341,5.0238805208462765
LP_A07616,Male,Yes,2,Graduate,Yes,5219,823,214,360,1.0,Urban,Y,6042,8.706655856361559,5.3706380281276624
LP_R03825,Male,No,2,Not Graduate,Yes,4810,840,265,300,0.0,Rural,N,5650,8.639587799629844,5.583496308781699
LP_R00991,Female,No,1,Not Graduate,No,2404,308,252,300,0.0,Urban,N,2712,7.905810312658931,5.53338948872752
LP_R03882,Male,No,3+,Graduate,No,1448,255,299,120,0.0,Semiurban,N,1703,7.440733707389261,5.703782474656201
LP_A00584,Female,Yes,0,Graduate,No,4861,2958,117,360,1.0,Rural,Y,7819,8.964439833539357,4.770684624465665
LP_R01460,Female,No,3+,Graduate,No,3502,1518,159,300,0.0,Rural,N,5020,8.521384396034705,5.075173815233827
LP_A03932,Male,Yes,0,Graduate,Yes,6952,3575,102,360,1.0,Urban,Y,10527,9.261793653565098,4.634728988229636
LP_R03157,Male,Yes,2,Graduate,Yes,1154,622,187,360,0.0,Rural,N,1776,7.482681828154651,5.236441962829949
LP_A01260,Male,Yes,0,Not Graduate,No,6328,91,48,360,1.0,Rural,Y,6419,8.767173396684006,3.8918202981106265
LP_R06762,Female,No,3+,Not Graduate,No,4285,1225,243,300,0.0,Urban,N,5510,8.614501373883236,5.497168225293202
LP_R04391,Female,No,0,Graduate,Yes,4012,600,80,360,0.0,Urban,N,4612,8.43663368355782,4.394449154672439
LP_R04884,Female,No,0,Not Graduate,No,3013,0,165,240,0.0,Urban,N,3013,8.01102337918644,5.111987788356544
LP_A00310,Female,Yes,3+,Not Graduate,Yes,8543,2880,124,360,1.0,Semiurban,Y,11423,9.343471684579365,4.8283137373023015
LP_A01716,Female,Yes,0,Graduate,No,11351,2997,131,360,1.0,Rural,Y,14348,9.571435532348406,4.882801922586371
LP_R01500,Female,No,0,Graduate,Yes,3011,1631,177,300,0.0,Urban,N,4642,8.443115988019922,5.181783550292085
LP_A06009,Female,Yes,0,Graduate,No,6595,2819,111,300,1.0,Urban,Y,9414,9.150059441091253,4.718498871295094
LP_A02052,Female,No,0,Graduate,No,4961,3225,111,180,1.0,Rural,Y,8186,9.010302809376448,4.718498871295094
LP_R08889,Female,No,0,Graduate,No,3922,2205,144,240,0.0,Rural,N,6127,8.720623711420426,4.976733742420574
LP_A04668,Female,No,0,Not Graduate,No,5247,2016,168,300,0.0,Semiurban,Y,7263,8.890685920281129,5.1298987149230735
LP_A04298,Male,No,0,Graduate,No,11969,2077,113,180,1.0,Semiurban,Y,14046,9.55016412883091,4.736198448394496
LP_A06646,Female,Yes,2,Graduate,Yes,9801,2950,157,360,1.0,Rural,Y,12751,9.453443401029997,5.062595033026967
LP_A03783,Female,Yes,1,Graduate,No,7321,1921,189,180,1.0,Rural,Y,9242,9.131621787264777,5.247024072160486
LP_A01008,Female,Yes,0,Graduate,No,6473,2920,131,300,1.0,Urban,Y,9393,9.14782646658694,4.882801922586371
LP_A07347,Male,No,0,Graduate,No,5946,1659,116,360,1.0,Rural,Y,7605,8.936692688488204,4.762173934797756
LP_R08313,Male,No,2,Not Graduate,No,4051,2238,218,180,1.0,Rural,N,6289,8.746716349694486,5.389071729816501
LP_R00377,Female,Yes,1,Not Graduate,No,5132,988,197,240,0.0,Urban,N,6120,8.71948076085107,5.288267030694535
LP_A07409,Male,No,0,Not Graduate,No,2195,2050,130,360,1.0,Rural,Y,4245,8.353732642263202,4.875197323201151
LP_R01815,Female,Yes,1,Graduate,No,3489,886,298,300,0.0,Semiurban,N,4375,8.383890344101816,5.700443573390687
LP_R07469,Male,No,2,Not Graduate,No,5729,2044,22,180,0.0,Rural,N,7773,8.958540111412168,3.1354942159291497
LP_A08383,Male,Yes,3+,Not Graduate,Yes,9209,679,156,300,1.0,Rural,Y,9888,9.19917830726999,5.056245805348308
LP_A09878,Male,Yes,1,Graduate,Yes,7949,3306,222,240,1.0,Rural,Y,11255,9.328656598794225,5.407171771460119
